,s.no,latitude,longitude,kelp_biomass_kg_2025,kelp_biomass_kg_past_2015,Temperature ,Salinity level,Ocean Current ,compass_score
366,366,36.96198884,-122.1290848,0,360,10.395,33.648,0.17,0.5589
367,367,36.96225924,-122.1290817,0,336,14.746,35.84,0.21,0.7183
368,368,36.96252965,-122.1290786,0,637,13.121,33.465,0.145,0.5948
369,369,36.96280005,-122.1290756,0,625,13.379,34.512,0.221,0.664
370,370,36.96307045,-122.1290725,0,277,11.602,32.709,0.17,0.5589
371,371,36.96334086,-122.1290694,0,266,12.39,34.475,0.175,0.6208
372,372,36.96361126,-122.1290663,0,242,11.181,33.129,0.178,0.5652
373,373,36.96388166,-122.1290632,0,219,17.43,33.791,0.171,0.6997
374,374,36.96198637,-122.1287478,0,313,18.749,35.318,0.207,0.7816
375,375,36.96225677,-122.1287448,0,625,17.447,34.105,0.267,0.7559
376,376,36.96252717,-122.1287417,0,743,14.139,33.698,0.27,0.6829
377,377,36.96279758,-122.1287386,0,508,18.966,33.692,0.24,0.7616
378,378,36.96306798,-122.1287355,0,301,11.831,33.934,0.211,0.6145
379,379,36.96333838,-122.1287324,0,360,10.922,33.651,0.248,0.6082
380,380,36.96360879,-122.1287294,0,418,11.175,33.523,0.102,0.5369
381,381,36.96387919,-122.1287263,0,301,16.007,33.29,0.158,0.6531
382,382,36.9619839,-122.1284109,0,383,14.951,32.567,0.133,0.6019
383,383,36.9622543,-122.1284078,0,684,19.427,34.068,0.191,0.7555
384,384,36.9625247,-122.1284047,0,719,16.847,34.476,0.164,0.702
385,385,36.96306551,-122.1283986,0,336,13.614,35.285,0.234,0.6944
386,386,36.96333591,-122.1283955,0,301,14.907,35.526,0.129,0.6731
387,387,36.96360631,-122.1283924,476,696,15.457,35.724,0.207,0.4883
388,388,36.96387672,-122.1283893,0,371,17.787,35.361,0.171,0.7459
389,389,36.96198142,-122.1280739,0,360,14.325,35.382,0.226,0.7066
390,390,36.96225182,-122.1280708,0,649,15.037,35.583,0.208,0.7165
391,391,36.96252223,-122.1280678,0,613,14.503,33.212,0.21,0.6479
392,392,36.96279263,-122.1280647,0,442,7.11,33.439,0.188,0.4988
393,393,36.96306303,-122.1280616,0,442,11.811,32.723,0.279,0.6178
394,394,36.96333344,-122.1280585,0,313,11.313,33.266,0.151,0.5577
395,395,36.96360384,-122.1280554,0,266,16.267,33.117,0.241,0.6953
396,396,36.96387424,-122.1280523,0,348,20.341,35.681,0.242,0.8391
397,397,36.96197895,-122.127737,0,442,11.305,35.953,0.27,0.6842
398,398,36.96224935,-122.1277339,0,660,17.053,32.759,0.22,0.6911
399,399,36.96251975,-122.1277308,0,672,13.877,34.891,0.185,0.6652
400,400,36.96279016,-122.1277277,0,1208,11.883,36.497,0.243,0.6955
401,401,36.96306056,-122.1277246,0,754,11.872,35.073,0.215,0.6457
402,402,36.96333096,-122.1277215,0,360,15.485,32.875,0.208,0.6575
403,403,36.96170607,-122.1274031,0,266,15.501,35.549,0.27,0.7557
404,404,36.96197647,-122.1274,0,637,13.366,33.657,0.181,0.6224
405,405,36.96224687,-122.1273969,0,625,12.355,33.039,0.124,0.5588
406,406,36.96251728,-122.1273938,0,555,16.201,34.693,0.202,0.7139
407,407,36.96278768,-122.1273907,0,860,14.497,36.407,0.213,0.7291
408,408,36.96305808,-122.1273876,0,684,15.217,35.517,0.222,0.7254
409,409,36.96332849,-122.1273846,0,407,7.108,34.035,0.181,0.5101
410,410,36.96170359,-122.1270661,0,266,18.496,35.28,0.269,0.8067
411,411,36.96197399,-122.127063,0,531,12.118,35.146,0.222,0.6558
412,412,36.9622444,-122.1270599,0,301,16.693,34.549,0.183,0.7104
413,413,36.9625148,-122.1270569,0,348,16.265,33.338,0.123,0.6418
414,414,36.9627852,-122.1270538,0,961,11.987,33.93,0.126,0.5749
415,415,36.96305561,-122.1270507,0,301,13.355,33.628,0.188,0.6249
416,416,36.96332601,-122.1270476,0,313,13.661,34.221,0.108,0.6057
417,417,36.96170111,-122.1267292,0,289,18.266,33.229,0.244,0.7385
418,418,36.96197152,-122.1267261,0,336,15.464,32.194,0.169,0.6206
419,419,36.96224192,-122.126723,0,289,13.955,35.278,0.185,0.6764
420,420,36.96251232,-122.1267199,0,602,13.642,33.861,0.166,0.6253
421,421,36.96278273,-122.1267168,0,672,15.147,35.64,0.209,0.7206
422,422,36.96305313,-122.1267137,0,301,16.706,35.263,0.244,0.759
423,423,36.96169863,-122.1263922,0,183,19.812,34.797,0.192,0.7817
424,424,36.96196904,-122.1263891,0,289,14.09,33.977,0.232,0.67
425,425,36.96223944,-122.126386,0,289,16.422,33.954,0.207,0.7022
426,426,36.96250984,-122.1263829,0,336,11.208,35.114,0.145,0.5988
427,427,36.96278025,-122.1263798,0,566,16.498,35.273,0.19,0.7282
428,428,36.96305065,-122.1263767,0,348,20.321,35.325,0.178,0.7978
429,429,36.96332105,-122.1263737,0,230,18.669,33.201,0.125,0.6861
430,430,36.96196656,-122.1260521,0,371,19.622,32.862,0.217,0.7421
431,431,36.96223696,-122.1260491,0,360,15.336,35.039,0.205,0.7072
432,432,36.96250736,-122.126046,0,613,9.962,33.646,0.149,0.5399
433,433,36.96277777,-122.1260429,0,696,11.663,33.12,0.18,0.5753
434,434,36.96304817,-122.1260398,0,590,11.618,34.37,0.156,0.5937
435,435,36.96331857,-122.1260367,0,348,19.143,33.816,0.234,0.7652
436,436,36.96196408,-122.1257152,0,313,12.682,34.37,0.163,0.6179
437,437,36.96223448,-122.1257121,0,555,15.817,35.478,0.18,0.7151
438,438,36.96250488,-122.125709,0,566,14.68,32.575,0.157,0.6089
439,439,36.96277529,-122.1257059,0,531,18.741,33.537,0.222,0.7444
440,440,36.96304569,-122.1257028,0,254,16.023,33.715,0.166,0.668
441,441,36.96331609,-122.1256997,0,313,12.174,35.676,0.17,0.6442
442,442,36.96196159,-122.1253782,0,242,16.753,36.156,0.199,0.7597
443,443,36.962232,-122.1253751,0,242,16.15,34.742,0.231,0.7286
444,444,36.9625024,-122.125372,0,207,17.027,35.548,0.278,0.7893
445,445,36.9627728,-122.1253689,0,230,10.256,35.605,0.179,0.6096
446,446,36.96304321,-122.1253658,0,519,19.058,34.697,0.212,0.7746
447,447,36.96331361,-122.1253628,0,625,18.842,34.844,0.258,0.797
448,448,36.96358401,-122.1253597,0,277,14.675,31.969,0.226,0.6281
449,449,36.96331113,-122.1250258,0,301,15.001,33.953,0.19,0.6661
450,450,36.96358153,-122.1250227,0,395,11.601,32.961,0.218,0.5892
451,451,36.96385193,-122.1250196,0,477,10.896,35.058,0.219,0.6284
452,452,36.96357905,-122.1246857,0,289,16.801,35.714,0.166,0.7331
453,453,36.96384945,-122.1246826,0,324,16.162,34.046,0.261,0.7265
454,454,36.96411985,-122.1246795,0,301,12.652,35.135,0.146,0.6279
455,455,36.96411737,-122.1243426,227,0,10.888,33.673,0.185,0.2266
456,456,36.96438777,-122.1243395,123,0,14.607,35.356,0.198,0.3475
457,457,36.96465817,-122.1243364,0,332,17.429,35.056,0.192,0.7419
458,458,36.96492609,-122.1239963,309,0,13.177,32.824,0.134,0.2244
459,459,36.95924017,-122.1230505,0,230,16.149,34.867,0.272,0.7522
460,460,36.95951057,-122.1230474,0,207,14.235,33.145,0.186,0.629
461,461,36.95896728,-122.1227166,0,348,13.935,32.917,0.184,0.6164
462,462,36.95923768,-122.1227135,0,407,13.609,34.37,0.134,0.6214
463,463,36.95950808,-122.1227104,0,324,16.966,33.743,0.169,0.6885
464,464,36.96004889,-122.1227042,0,324,16.346,33.619,0.158,0.6679
465,465,36.96031929,-122.1227011,0,731,11.02,35.066,0.269,0.656
466,466,36.96058969,-122.122698,0,837,10.811,32.567,0.175,0.5424
467,467,36.9608601,-122.1226949,0,313,12.648,33.404,0.162,0.5926
468,468,36.96194171,-122.1226825,0,195,15.794,36.608,0.203,0.7544
469,469,36.95869438,-122.1223828,0,207,22.727,35.017,0.287,0.8914
470,470,36.95896479,-122.1223797,0,430,18.596,34.82,0.28,0.8026
471,471,36.95923519,-122.1223766,0,754,13.35,35.31,0.247,0.6964
472,472,36.95950559,-122.1223735,0,672,13.931,32.17,0.177,0.5942
473,473,36.95977599,-122.1223704,0,454,17.122,33.148,0.127,0.6557
474,474,36.9600464,-122.1223673,0,896,9.907,36.197,0.156,0.6061
475,475,36.9603168,-122.1223642,0,931,16.601,35.174,0.179,0.7222
476,476,36.9605872,-122.1223611,0,743,15.141,33.986,0.143,0.6461
477,477,36.96085761,-122.122358,0,649,16.73,35.097,0.205,0.7358
478,478,36.96112801,-122.1223549,0,395,14.126,34.66,0.148,0.6457
479,479,36.95896229,-122.1220428,0,324,13.848,34.355,0.162,0.6397
480,480,36.9592327,-122.1220396,0,395,9.851,33.393,0.164,0.5389
481,481,36.9595031,-122.1220365,0,649,18.602,34.232,0.193,0.7446
482,482,36.9597735,-122.1220334,0,1255,15.265,34.166,0.275,0.719
483,483,36.96004391,-122.1220303,0,1255,13.637,35.465,0.139,0.6518
484,484,36.96031431,-122.1220272,0,707,16.66,34.33,0.119,0.6722
485,485,36.96058471,-122.1220241,0,336,12.027,35.238,0.199,0.6449
486,486,36.96085511,-122.122021,0,684,15.551,36.443,0.177,0.7325
487,487,36.96112552,-122.1220179,0,660,16.236,32.176,0.237,0.6692
488,488,36.96139592,-122.1220148,0,230,11.133,33.397,0.241,0.6025
489,489,36.96220713,-122.1220055,0,348,16.942,35.647,0.289,0.7957
490,490,36.96247753,-122.1220024,0,360,13.665,34.766,0.201,0.6659
491,491,36.9586894,-122.1217089,0,277,11.626,35.063,0.21,0.6382
492,492,36.9589598,-122.1217058,0,938,15.515,34.402,0.117,0.6508
493,493,36.95923021,-122.1217027,0,418,13.209,35.664,0.126,0.642
494,494,36.95950061,-122.1216996,0,1067,17.416,33.231,0.17,0.685
495,495,36.95977101,-122.1216965,0,1208,2.17,36.246,0.141,0.5142
496,496,36.96004141,-122.1216934,0,1126,21.518,35.071,0.2,0.8257
497,497,36.96031182,-122.1216903,0,477,12.99,33.518,0.124,0.5831
498,498,36.96058222,-122.1216872,0,313,14.839,33.73,0.276,0.7003
499,499,36.96085262,-122.1216841,0,566,10.527,34.651,0.179,0.591
500,500,36.96112303,-122.121681,0,531,13.139,33.311,0.241,0.6393
501,501,36.95868691,-122.121372,0,277,18.007,33.08,0.178,0.6967
502,502,36.95895731,-122.1213689,0,973,13.865,34.936,0.199,0.6731
503,503,36.95922771,-122.1213657,0,1126,18.349,34.577,0.192,0.7478
504,504,36.95949812,-122.1213626,0,1497,17.195,34.72,0.189,0.7274
505,505,36.95976852,-122.1213595,0,430,17.254,34.429,0.226,0.7398
506,506,36.96003892,-122.1213564,0,418,17.123,35.227,0.119,0.7037
507,507,36.96030932,-122.1213533,0,324,12.113,33.972,0.168,0.5994
508,508,36.95868441,-122.121035,0,543,14.667,34.722,0.19,0.6788
509,509,36.95895482,-122.1210319,0,1020,12.8,33.088,0.172,0.5926
510,510,36.95922522,-122.1210288,0,1427,15.016,35.968,0.33,0.7867
511,511,36.95949562,-122.1210257,0,1232,15.514,33.827,0.169,0.6624
512,512,36.95976602,-122.1210226,0,512,7.168,34.495,0.158,0.5113
513,513,36.96003643,-122.1210195,0,477,14.931,36.316,0.136,0.6968
514,514,36.96030683,-122.1210164,0,324,12.415,33.724,0.192,0.6111
515,515,36.95841152,-122.1207012,0,496,14.365,35.144,0.158,0.6675
516,516,36.95868192,-122.1206981,0,1008,17.132,32.932,0.234,0.704
517,517,36.95895232,-122.120695,0,1438,16.135,34.664,0.226,0.7239
518,518,36.95922272,-122.1206918,0,1438,18.327,34.241,0.156,0.7209
519,519,36.95949313,-122.1206887,0,1453,15.253,34.001,0.274,0.7142
520,520,36.95976353,-122.1206856,0,442,13.738,34.647,0.231,0.6794
521,521,36.96003393,-122.1206825,0,313,14.462,34.618,0.194,0.6742
522,522,36.96030434,-122.1206794,0,254,10.961,35.112,0.184,0.6135
523,523,36.95786821,-122.1203705,0,230,13.949,34.929,0.099,0.6245
524,524,36.95813862,-122.1203673,0,395,17.399,33.992,0.208,0.7227
525,525,36.95840902,-122.1203642,0,1079,18.196,35.312,0.189,0.7617
526,526,36.95867942,-122.1203611,0,1208,15.148,36.469,0.118,0.6958
527,527,36.95894983,-122.120358,0,1196,14.318,33.748,0.23,0.6677
528,528,36.95922023,-122.1203549,0,1279,17.166,34.003,0.179,0.7039
529,529,36.95949063,-122.1203518,0,1185,16.249,34.656,0.182,0.7039
530,530,36.95976103,-122.1203487,0,477,9.683,35.891,0.123,0.5776
531,531,36.96003144,-122.1203456,0,583,9.065,34.875,0.148,0.5527
532,532,36.96030184,-122.1203425,0,360,15.683,33.676,0.193,0.6739
533,533,36.95786572,-122.1200335,0,266,12.669,35.304,0.192,0.6555
534,534,36.95813612,-122.1200304,0,442,13.429,34.947,0.199,0.6649
535,535,36.95840652,-122.1200273,0,1008,18.046,33.819,0.138,0.6959
536,536,36.95867693,-122.1200242,0,1279,14.583,34.435,0.179,0.6645
537,537,36.95894733,-122.1200211,0,1833,15.772,33.705,0.256,0.7079
538,538,36.95921773,-122.1200179,0,1544,20.172,34.3,0.206,0.7833
539,539,36.95948813,-122.1200148,0,790,17.314,36.343,0.189,0.7703
540,540,36.95975854,-122.1200117,0,743,16.463,35.072,0.33,0.7925
541,541,36.96002894,-122.1200086,0,813,8.375,34.922,0.176,0.5545
542,542,36.96029934,-122.1200055,0,360,10.491,33.684,0.222,0.5876
543,543,36.95786322,-122.1196966,0,266,16.819,35.404,0.219,0.7522
544,544,36.95813362,-122.1196935,0,395,13.232,32.475,0.206,0.6027
545,545,36.95840403,-122.1196903,0,778,15.374,36.407,0.212,0.7457
546,546,36.95867443,-122.1196872,0,1309,9.321,36.08,0.171,0.5993
547,547,36.95894483,-122.1196841,0,1149,16.764,33.817,0.145,0.6744
548,548,36.95921523,-122.119681,0,825,16.004,34.04,0.124,0.6547
549,549,36.95948564,-122.1196779,0,860,14.438,32.015,0.248,0.6357
550,550,36.95975604,-122.1196748,0,837,16.939,35.506,0.172,0.7336
551,551,36.96002644,-122.1196717,0,578,9.117,34.955,0.146,0.5547
552,552,36.95786072,-122.1193596,0,277,13.02,35.61,0.157,0.6525
553,553,36.95813112,-122.1193565,0,348,12.812,34.637,0.271,0.6811
554,554,36.95840153,-122.1193534,0,371,13.583,33.225,0.21,0.6303
555,555,36.95867193,-122.1193503,0,590,17.679,35.2,0.203,0.7558
556,556,36.95894233,-122.1193472,0,707,15.744,34.115,0.177,0.6781
557,557,36.95921274,-122.1193441,0,731,17.34,33.899,0.184,0.7072
558,558,36.95948314,-122.1193409,0,707,15.297,33.563,0.204,0.6691
559,559,36.95975354,-122.1193378,0,961,6.523,35.136,0.168,0.5198
560,560,36.96002394,-122.1193347,0,230,16.8,35.109,0.247,0.7584
561,561,36.95866943,-122.1190133,0,371,12.338,33.207,0.194,0.5976
562,562,36.95893983,-122.1190102,0,660,10.917,35.417,0.184,0.6203
563,563,36.95921024,-122.1190071,0,696,19.639,36.019,0.163,0.7944
564,564,36.95948064,-122.119004,0,613,12.928,35.167,0.136,0.6291
565,565,36.95975104,-122.1190009,0,230,18.146,33.37,0.143,0.6891
566,566,36.95866693,-122.1186764,0,950,12.999,34.714,0.283,0.6927
567,567,36.95893733,-122.1186733,0,625,16.278,35.619,0.131,0.703
568,568,36.95920774,-122.1186702,0,625,12.87,34.916,0.173,0.6402
569,569,36.95947814,-122.118667,0,266,18.241,34.996,0.206,0.7631
570,570,36.95974854,-122.1186639,0,183,12.538,34.511,0.271,0.6726
571,571,36.95866443,-122.1183394,0,1133,10.023,32.58,0.164,0.5219
572,572,36.95893483,-122.1183363,0,613,17.581,35.336,0.227,0.7693
573,573,36.95920523,-122.1183332,0,371,15.698,34.751,0.163,0.6861
574,574,36.95947564,-122.1183301,0,266,12.872,34.473,0.167,0.6262
575,575,36.95866193,-122.1180025,0,266,9.324,34.635,0.222,0.5887
576,576,36.95893233,-122.1179994,0,242,19.103,33.706,0.29,0.7897
577,577,36.95920273,-122.1179963,0,519,10.799,34.926,0.175,0.6012
578,578,36.95947313,-122.1179931,0,242,13.481,33.26,0.18,0.6142
579,579,36.95865942,-122.1176655,0,266,15.911,33.787,0.226,0.6976
580,580,36.95892983,-122.1176624,0,289,8.685,32.92,0.245,0.5449
581,581,36.95920023,-122.1176593,0,324,17.407,33.513,0.215,0.7143
582,582,36.95892732,-122.1173255,0,266,17.62,36.628,0.127,0.7524
583,583,36.95946562,-122.1169823,0,254,12.286,35.602,0.219,0.669
584,584,36.95946311,-122.1166453,0,277,16.2,33.975,0.331,0.7604
585,585,36.95783568,-122.1159902,0,288,16.67,37.015,0.282,0.8211
586,586,36.95729237,-122.1156595,0,219,14.496,35.0,0.302,0.7384
587,587,36.95756277,-122.1156564,0,303,18.711,33.761,0.119,0.6979
588,588,36.95810358,-122.1156501,0,160,11.281,35.017,0.16,0.6053
589,589,36.95728735,-122.1149856,0,183,15.684,34.124,0.171,0.6741
590,590,36.95728484,-122.1146487,0,219,11.236,33.674,0.317,0.6494
591,591,36.95728232,-122.1143117,114,0,17.4,34.497,0.249,0.4058
592,592,36.95482352,-122.1109706,0,336,14.912,33.192,0.149,0.6248
593,593,36.9545506,-122.1106368,0,324,16.603,35.538,0.274,0.7788
594,594,36.954821,-122.1106337,0,790,16.465,34.931,0.196,0.722
595,595,36.9550914,-122.1106305,0,672,11.676,34.482,0.187,0.6131
596,596,36.95536181,-122.1106274,0,230,10.314,32.758,0.212,0.5561
597,597,36.95454807,-122.1102999,0,602,11.896,35.064,0.126,0.6015
598,598,36.95481848,-122.1102968,0,637,15.468,32.671,0.16,0.6281
599,599,36.95508888,-122.1102936,0,625,8.34,33.05,0.201,0.5195
600,600,36.95508635,-122.1099567,0,496,15.05,35.495,0.214,0.7176
601,601,36.95372676,-122.1089616,0,244,15.154,34.017,0.226,0.6886
602,602,36.95399716,-122.1089585,0,313,20.492,35.178,0.11,0.7635
603,603,36.95426757,-122.1089553,0,454,22.288,34.22,0.232,0.8354
604,604,36.95399464,-122.1086216,0,301,17.327,36.167,0.169,0.7561
605,605,36.95426504,-122.1086184,0,348,16.693,34.644,0.068,0.6552
606,606,36.95453544,-122.1086153,0,395,16.68,32.778,0.155,0.6518
607,607,36.95480584,-122.1086121,0,242,13.717,34.098,0.251,0.6752
608,608,36.95426251,-122.1082815,0,383,16.016,35.308,0.184,0.7167
609,609,36.95453291,-122.1082783,0,348,15.807,34.077,0.12,0.6498
610,610,36.95480331,-122.1082752,0,230,11.22,34.464,0.154,0.5873
611,611,36.95398958,-122.1079477,0,160,12.411,34.041,0.223,0.6344
612,612,36.95425998,-122.1079446,0,313,14.081,33.127,0.246,0.6555
613,613,36.95453038,-122.1079414,0,625,16.506,36.278,0.166,0.7415
614,614,36.95425745,-122.1076076,0,266,14.788,34.76,0.265,0.7196
615,615,36.95452785,-122.1076045,0,371,20.085,34.875,0.225,0.8055
616,616,36.95398451,-122.1072739,0,395,14.616,32.995,0.175,0.6271
617,617,36.95425491,-122.1072707,0,360,16.906,33.371,0.182,0.6846
618,618,36.95452532,-122.1072676,0,360,15.225,34.51,0.157,0.6678
619,619,36.95344117,-122.1069433,0,273,15.81,36.807,0.25,0.7831
620,620,36.95371158,-122.1069401,0,313,6.101,34.971,0.233,0.54
621,621,36.95398198,-122.1069369,0,637,15.553,33.56,0.106,0.625
622,622,36.95425238,-122.1069338,0,672,17.019,33.809,0.27,0.7417
623,623,36.95452278,-122.1069306,0,242,16.643,35.782,0.201,0.7492
624,624,36.95343864,-122.1066063,0,450,15.028,33.408,0.259,0.6875
625,625,36.95370904,-122.1066032,0,766,18.143,35.049,0.276,0.7976
626,626,36.95397944,-122.1066,0,489,15.147,34.452,0.172,0.6724
627,627,36.95424985,-122.1065969,0,407,10.605,32.255,0.199,0.5426
628,628,36.9534361,-122.1062694,0,943,12.746,33.532,0.234,0.6337
629,629,36.95370651,-122.1062663,0,1102,15.579,34.431,0.198,0.6933
630,630,36.95397691,-122.1062631,0,754,16.981,34.497,0.239,0.7427
631,631,36.95424731,-122.1062599,0,395,13.21,34.721,0.291,0.7009
632,632,36.95316317,-122.1059357,0,435,12.437,33.26,0.242,0.6249
633,633,36.95343357,-122.1059325,0,611,12.655,33.166,0.232,0.6218
634,634,36.95370397,-122.1059293,0,1438,10.31,34.22,0.201,0.587
635,635,36.95397437,-122.1059262,0,1185,16.596,35.35,0.256,0.765
636,636,36.95424477,-122.105923,0,442,16.075,35.558,0.209,0.7366
637,637,36.95289023,-122.1056019,0,288,15.196,34.726,0.158,0.6732
638,638,36.95316063,-122.1055987,0,508,12.933,33.609,0.199,0.6218
639,639,36.95343103,-122.1055956,0,778,14.376,35.893,0.223,0.7189
640,640,36.95370143,-122.1055924,0,1091,17.181,33.768,0.229,0.7233
641,641,36.95397183,-122.1055892,0,754,15.816,34.884,0.201,0.7107
642,642,36.95424224,-122.1055861,0,324,14.615,35.238,0.151,0.6712
643,643,36.95288769,-122.105265,0,347,14.966,34.421,0.267,0.7156
644,644,36.95315809,-122.1052618,0,928,16.587,35.222,0.215,0.7411
645,645,36.95342849,-122.1052586,0,1020,12.964,35.017,0.225,0.6706
646,646,36.95369889,-122.1052555,0,649,15.173,34.437,0.21,0.6915
647,647,36.9539693,-122.1052523,0,360,13.662,34.392,0.218,0.665
648,648,36.9547805,-122.1052428,94,0,10.784,34.034,0.147,0.2146
649,649,36.95288515,-122.1049281,0,317,12.023,35.495,0.151,0.6272
650,650,36.95315555,-122.1049249,0,420,12.497,35.426,0.222,0.6702
651,651,36.95342595,-122.1049217,0,590,16.091,34.373,0.165,0.6853
652,652,36.95369635,-122.1049186,0,602,18.76,35.176,0.269,0.8092
653,653,36.95396676,-122.1049154,0,336,11.023,35.101,0.168,0.6064
654,654,36.95450756,-122.1049091,104,0,20.109,33.646,0.143,0.3842
655,655,36.95288261,-122.1045911,0,259,13.4,34.428,0.208,0.6558
656,656,36.95315301,-122.104588,0,361,11.779,33.273,0.193,0.5879
657,657,36.95342341,-122.1045848,0,301,13.619,34.493,0.208,0.6617
658,658,36.95369381,-122.1045816,0,313,16.938,35.842,0.196,0.754
659,659,36.95396422,-122.1045785,0,289,21.088,32.831,0.071,0.6969
660,660,36.95423462,-122.1045753,0,242,14.701,35.19,0.195,0.6937
661,661,36.95342087,-122.1042479,0,230,9.332,35.701,0.202,0.6055
662,662,36.95369127,-122.1042447,0,649,16.863,34.522,0.234,0.7385
663,663,36.95368873,-122.1039078,0,289,15.383,34.403,0.217,0.6982
664,664,36.95287498,-122.1035804,0,317,17.459,35.287,0.155,0.7297
665,665,36.95314538,-122.1035772,0,254,9.728,34.194,0.22,0.5846
666,666,36.95287244,-122.1032435,0,347,13.401,35.748,0.209,0.6893
667,667,36.95314284,-122.1032403,0,219,13.5,34.481,0.157,0.6336
668,668,36.95232909,-122.1029129,0,244,17.425,32.723,0.133,0.654
669,669,36.95259949,-122.1029097,0,391,17.734,35.092,0.14,0.7227
670,670,36.95286989,-122.1029065,0,303,8.955,37.147,0.107,0.5869
671,671,36.95232654,-122.102576,0,508,13.792,33.262,0.215,0.6378
672,672,36.95259695,-122.1025728,0,1075,14.252,34.373,0.23,0.682
673,673,36.95286735,-122.1025696,0,508,16.68,34.308,0.259,0.7421
674,674,36.952324,-122.102239,0,870,11.766,33.61,0.194,0.5966
675,675,36.9525944,-122.1022359,0,1481,14.729,34.681,0.195,0.6815
676,676,36.9528648,-122.1022327,0,914,13.882,33.655,0.242,0.6629
677,677,36.95205105,-122.1019053,0,289,10.767,33.395,0.29,0.6198
678,678,36.95232145,-122.1019021,0,811,16.253,37.577,0.227,0.7976
679,679,36.95259185,-122.1018989,0,899,17.401,34.119,0.272,0.7579
680,680,36.95286225,-122.1018958,0,420,12.733,34.321,0.121,0.5967
681,681,36.9520485,-122.1015684,0,324,17.738,33.783,0.127,0.6835
682,682,36.9523189,-122.1015652,0,361,15.427,35.966,0.221,0.7402
683,683,36.9525893,-122.101562,0,317,12.964,33.773,0.165,0.6095
684,684,36.9528597,-122.1015589,0,277,16.18,35.717,0.233,0.7546
685,685,36.95204595,-122.1012315,0,254,14.433,33.855,0.265,0.6901
686,686,36.95231635,-122.1012283,0,317,14.501,34.407,0.218,0.6817
687,687,36.95258675,-122.1012251,0,288,17.532,35.179,0.103,0.7024
688,688,36.95285716,-122.1012219,0,625,15.608,34.139,0.154,0.6645
